,Sentence,Pre-processed sentence,textblob-subjectivity,vader-pos,vader-neg,vader-neu,vader-compound,vader-polarity,sentiment-category
66,It would make more sense now.,would make sense,0.0,0.0,0.0,1.0,0.0,Neutral,
67,"Yeah, because this was also like a kind of a way to to tell that this.",yeah also like kind way tell,0.9,0.73,0.0,0.27,0.7964,Positive,['Satisfaction']
68,This is like from the from a government website or something like that and they they know the information they're putting.,like government website something like know information put,0.0,0.615,0.0,0.385,0.7906,Positive,"['Satisfaction', 'Satisfaction']"
69,Yeah.,yeah,0.0,1.0,0.0,0.0,0.296,Positive,
70,"I think that was for the task #2 if I'm not mistaken, you can, uh, you can see the video.",think task 2 not mistake uh see video,0.0,0.194,0.236,0.571,-0.1139,Negative,
71,I think so.,think,0.0,0.0,0.0,1.0,0.0,Neutral,
72,Hmm Yep task #3 find that information.,hmm yep task 3 find information,0.0,0.565,0.0,0.435,0.6369,Positive,
73,"Yeah, this one.",yeah one,0.0,0.688,0.0,0.312,0.296,Positive,
74,This task was quite interesting.,task quite interesting,0.5,0.599,0.0,0.401,0.4576,Positive,
75,"So, uh, for the first part I was trying to see.",uh first part try see,0.3333333333333333,0.429,0.0,0.571,0.4588,Positive,
76,"OK, let's see if I can get the information I need.",ok let us see get information need,0.5,0.51,0.0,0.49,0.6369,Positive,
77,"From the set static statistics itself, which I ran through the statistics itself, and I think in the task number four I will.",set static statistic run statistic think task number four,0.9,0.14,0.0,0.86,0.0772,Positive,
78,Talk more about them and I didn't see anything related to that.,talk not see anything relate,0.0,0.0,0.383,0.617,-0.357,Negative,
79,"I only saw like there is positive numbers and something like that, and I assume that the map this map should be working and have something related to that, but it was only a day like last year and I'm not sure.",saw like positive number something like assume map map work something relate day like last year not sure,0.5003367003367003,0.47,0.074,0.455,0.8569,Positive,"['Satisfaction', 'Satisfaction', 'Expectation', 'Satisfaction']"
80,"What what it was written, so my assumption was maybe in the advance statistics that would be there, but if it was on this one it would be.",write assumption maybe advance statistic would one would,0.0,0.0,0.0,1.0,0.0,Neutral,
81,It would have been easier and we would save some time per say.,would easy would save time per say,0.8333333333333334,0.55,0.0,0.45,0.7269,Positive,
82,So I think here I ran through through them.,think run,0.0,0.0,0.0,1.0,0.0,Neutral,
83,The thing I found Nice is that it was updated like today I think and then it was.,thing find nice update like today think,1.0,0.675,0.0,0.325,0.8074,Positive,['Satisfaction']
84,Numbers and the things provide here.,numbers thing provide,0.0,0.0,0.0,1.0,0.0,Neutral,
85,I think positive cases.,think positive case,0.5454545454545454,0.643,0.0,0.357,0.5574,Positive,
86,How many hospitalized and so on?,many hospitalize,0.5,0.0,0.0,1.0,0.0,Neutral,
87,And now to the part.,part,0.0,0.0,0.0,1.0,0.0,Neutral,
88,"Yeah, this is where I saw them up.",yeah saw,0.0,0.688,0.0,0.312,0.296,Positive,
89,I I hoped to see in the on the main page.,hop see main page,0.3333333333333333,0.5,0.0,0.5,0.4588,Positive,
90,So now I took a closer look at through all the numbers and what they mean per se.,take closer look number mean per se,0.6875,0.178,0.0,0.822,0.0772,Positive,
91,And I had.,,0.0,0.0,0.0,0.0,0.0,Neutral,
92,Skepticism about something which will be in task #4 and I didn't see anything evolve about like the one with that highest total.,skepticism something task 4 not see anything evolve like one high total,0.645,0.156,0.28,0.563,-0.2453,Negative,['Satisfaction']
93,"And here I reached the map and I was quite satisfied with the map, especially with the coloring with the color coding or, say the red, the red color was.",reach map quite satisfied map especially color color coding say red red color,0.5,0.276,0.0,0.724,0.4927,Positive,
94,I think the right choice since red mostly.,think right choice since red mostly,0.3452380952380952,0.0,0.0,1.0,0.0,Neutral,
95,"Do something bad happening, or red news or something like that and it would catch the I easily and it was.",something bad happening red news something like would catch easily,0.5,0.318,0.227,0.455,0.1027,Positive,['Satisfaction']
96,Color coded in a nice way in which the darker is the higher so in that case I went to Bratislava.,color cod nice way darker high case go bratislava,0.77,0.259,0.0,0.741,0.4215,Positive,
97,"I thought that was the one, but then I scrolled down and here there was something called number of new cases and the total number of cases.",think one scroll something call number new case total number case,0.6022727272727273,0.243,0.0,0.757,0.2247,Positive,
98,And when I check that.,check,0.0,0.0,0.0,1.0,0.0,Neutral,
99,It would be another one.,would another one,0.0,0.0,0.0,1.0,0.0,Neutral,
100,What was it called appraisal of?,call appraisal,0.0,0.0,0.0,1.0,0.0,Neutral,
101,I think so.,think,0.0,0.0,0.0,1.0,0.0,Neutral,
102,"Praise of would be the the total the highest number of total COVID cases, so that was not what I expected.",praise would total high number total covid case not expect,0.68,0.393,0.0,0.607,0.6344,Positive,['Expectation']
103,I thought I could get it from the map.,think could get map,0.0,0.0,0.0,1.0,0.0,Neutral,
104,But I understand that the the purpose of them and here I made like a comparison between.,understand purpose make like comparison,0.0,0.385,0.0,0.615,0.3612,Positive,['Satisfaction']
105,Alright sleva and phrasal.,alright sleva phrasal,0.0,0.5,0.0,0.5,0.25,Positive,
106,How each?,,0.0,0.0,0.0,0.0,0.0,Neutral,
107,"One of them has something different, and here I I didn't know what the numbers like in red mean or whether up there.",one something different not know number like red mean whether,0.4291666666666667,0.0,0.454,0.546,-0.5875,Negative,['Satisfaction']
108,I think this was taken from another source and it was it wasn't translated into English per se.,think take another source not translate english per se,0.0,0.0,0.0,1.0,0.0,Neutral,
109,"Yeah I like here for example, you can see five immediately with the color coding.",yeah like example see five immediately color coding,0.0,0.606,0.0,0.394,0.7717,Positive,['Satisfaction']
110,"But yeah, uh, this this is.",yeah uh,0.0,0.688,0.0,0.312,0.296,Positive,
111,Yeah.,yeah,0.0,1.0,0.0,0.0,0.296,Positive,
112,It's.,,0.0,0.0,0.0,0.0,0.0,Neutral,
113,The.,,0.0,0.0,0.0,0.0,0.0,Neutral,
114,Let's say.,let us say,0.0,0.0,0.0,1.0,0.0,Neutral,
115,"Realization or something like that that, uh, if it was Slava, maybe because it's the capital and it will be more crowded for example.",realization something like uh slava maybe capital crowded example,0.0,0.238,0.0,0.762,0.3612,Positive,['Satisfaction']
116,And if it was the other one then it maybe because it was bigger and.,one maybe big,0.1,0.0,0.0,1.0,0.0,Neutral,
117,"Maybe that's why there was the the Hut, the highest total cases, but.",maybe hut high total case,0.645,0.0,0.0,1.0,0.0,Neutral,
118,Yeah.,yeah,0.0,1.0,0.0,0.0,0.296,Positive,
119,That's number four was an interesting one.,number four interesting one,0.5,0.667,0.0,0.333,0.4588,Positive,
120,Task #4 the task #4.,task 4 task 4,0.0,0.0,0.0,1.0,0.0,Neutral,
121,"Exactly, so here is my idea.",exactly idea,0.25,0.0,0.0,1.0,0.0,Neutral,
122,If you if you can pause the video a little bit because I don't know how fast I am in in it.,pause video little bit not know fast,0.55,0.0,0.292,0.708,-0.357,Negative,
123,So here is my idea.,idea,0.0,0.0,0.0,1.0,0.0,Neutral,
124,"I open the website, I look for the statistics and I see this.",open website look statistic see,0.5,0.429,0.0,0.571,0.4588,Positive,
125,I will.,,0.0,0.0,0.0,0.0,0.0,Neutral,
126,I will read increase.,read increase,0.0,0.697,0.0,0.303,0.3182,Positive,
127,Positive PCR test and then there is a total.,positive pcr test total,0.6477272727272727,0.545,0.0,0.455,0.5574,Positive,
128,There is a total of the hospital hospital hospitalized and there is then they're not fully vaccinated.,total hospital hospital hospitalize not fully vaccinate,0.75,0.0,0.0,1.0,0.0,Neutral,
129,"There is increase also and and so on, but none of them say like in comparison to what, because if you will get that if you will look at the total of the positive physiologist and the total of the disease.",increase also none say like comparison get look total positive physiologist total disease,0.6818181818181818,0.338,0.115,0.546,0.6228,Positive,['Satisfaction']
130,The total of the differences are.,total difference,0.75,0.0,0.0,1.0,0.0,Neutral,
131,Ohh like way more than the positive results then how how was it confirmed for example that was one thing.,ohh like way positive result confirm example one thing,0.5454545454545454,0.466,0.0,0.534,0.7269,Positive,['Satisfaction']
132,The second thing was like there is no relation.,second thing like no relation,0.0,0.325,0.286,0.39,0.0772,Positive,['Satisfaction']
133,For example it's not relative to something or it's not mentioned.,example not relative something not mention,0.0,0.0,0.0,1.0,0.0,Neutral,
134,"The the point I found interesting was in the hospitalized one, so they say for example, we have this percentage that they are not.",point find interest hospitalized one say example percentage not,0.0,0.462,0.0,0.538,0.7184,Positive,
135,Vaccinated and I and that I found that quite interesting because.,vaccinated find quite interesting,0.5,0.75,0.0,0.25,0.7178,Positive,
136,Normally you would say yeah we have.,normally would say yeah,0.6499999999999999,0.423,0.0,0.577,0.296,Positive,
137,"I don't know 1000 people in hospitals and so on, but you don't see how many, for example, as a statistic.",not know 1000 people hospital not see many example statistic,0.5,0.0,0.383,0.617,-0.6072,Negative,
138,How many are vets are fully vaccinated?,many vet fully vaccinate,0.5,0.0,0.0,1.0,0.0,Neutral,
139,"For example, how many are not?",example many not,0.5,0.0,0.0,1.0,0.0,Neutral,
140,And this was like A plus point from me for the statistics.,like plus point statistic,0.0,0.455,0.0,0.545,0.3612,Positive,['Satisfaction']
141,And then I will go for the.,go,0.0,0.0,0.0,1.0,0.0,Neutral,
142,Fully vaccinated numbers.,fully vaccinate number,0.0,0.441,0.0,0.559,0.1477,Positive,
143,And then the first thing I would see is like minus 888 and then.,first thing would see like minus 888,0.21666666666666667,0.524,0.0,0.476,0.6705,Positive,['Satisfaction']
144,"Well, how would a minus would be in this context?",well would minus would context,0.1,0.344,0.0,0.656,0.2732,Positive,
145,Is it like OK?,like ok,0.5,1.0,0.0,0.0,0.5719,Positive,['Satisfaction']
146,"Maybe next week last week we had for example like 20,000 and then in this week it was for example 12,000.",maybe next week last week example like 20000 week example 12000,0.03333333333333333,0.2,0.0,0.8,0.3612,Positive,['Satisfaction']
147,So the this week in comparisons and.,week comparison,0.0,0.0,0.0,1.0,0.0,Neutral,
148,July last week.,july last week,0.06666666666666667,0.0,0.0,1.0,0.0,Neutral,
149,It's like minus eight 8000 or something like that.,like minus eight 8000 something like,0.1,0.556,0.0,0.444,0.6124,Positive,"['Satisfaction', 'Satisfaction']"
150,"That would be my assumption, for example, and that this is the death was also the same point as the positive PCR tests.",would assumption example death also point positive pcr test,0.5454545454545454,0.248,0.269,0.483,-0.0772,Negative,
151,I think you can now Fast forward to the advanced statistics.,think fast forward advanced statistic,0.6,0.333,0.0,0.667,0.25,Positive,
152,It yeah.,yeah,0.0,1.0,0.0,0.0,0.296,Positive,
153,Like the advanced statistics were better than the daily statistics.,like advanced statistic good daily statistic,0.4000000000000001,0.712,0.0,0.288,0.7506,Positive,['Satisfaction']
154,"For example, ohh OK. You can pose here for for a second and I can explain what I say so here there is a better.",example ohh ok pose second explain say good,0.3666666666666667,0.459,0.0,0.541,0.6249,Positive,
155,What was it called?,call,0.0,0.0,0.0,1.0,0.0,Neutral,
156,What would I call?,would call,0.0,0.0,0.0,1.0,0.0,Neutral,
157,A better preview of the numbers and the numbers make more sense.,good preview number number make sense,0.6000000000000001,0.647,0.0,0.353,0.5423,Positive,
158,If I if I in my if I may say so.,may say,0.0,0.0,0.0,1.0,0.0,Neutral,
159,"For example we have physical artists and we have the total of them and the increase, but it's still the problem.",example physical artist total increase still problem,0.4464285714285714,0.246,0.281,0.474,-0.0953,Negative,
160,Overall there is no like is it?,overall no like,0.0,0.0,0.513,0.487,-0.2755,Negative,['Satisfaction']
161,We're checking like today and seven days ago or something like that.,check like today seven day ago something like,0.0,0.455,0.0,0.545,0.6124,Positive,"['Satisfaction', 'Satisfaction']"
162,This is over only by the median was something mentioned.,median something mention,0.0,0.0,0.0,1.0,0.0,Neutral,
163,The the 2nd.,2nd,0.0,0.0,0.0,1.0,0.0,Neutral,
164,One was the idea of the lab confirmed cases PCR.,one idea lab confirm case pcr,0.0,0.0,0.0,1.0,0.0,Neutral,
165,This was a little bit confusing for me because my assumption is.,little bit confuse assumption,0.5,0.0,0.388,0.612,-0.2263,Negative,['Confusion']
166,Like you go to the to this center.,like go center,0.1,0.556,0.0,0.444,0.3612,Positive,['Satisfaction']
167,You get the like.,get like,0.0,0.714,0.0,0.286,0.3612,Positive,['Satisfaction']
168,They get the sample and then they will send it to lab and the lab will do.,get sample send lab lab,0.0,0.0,0.0,1.0,0.0,Neutral,
169,"We'll check the results, or at least that's how it works here.",check result least work,0.4,0.0,0.0,1.0,0.0,Neutral,
170,So there is a little bit of a confusion between PCR.,little bit confusion pcr,0.5,0.0,0.423,0.577,-0.296,Negative,
171,Tests and lab come from cases from the BCL to which what does it exactly mean?,tests lab come case bcl exactly mean,0.6875,0.0,0.0,1.0,0.0,Neutral,
172,Like aren't all that you say artists confirmed like run through lab?,like not say artist confirm like run lab,0.0,0.455,0.0,0.545,0.6124,Positive,"['Satisfaction', 'Satisfaction']"
173,Or is this like another thing?,like another thing,0.0,0.556,0.0,0.444,0.3612,Positive,['Satisfaction']
174,Because in the end you gain antigen.,end gain antigen,0.0,0.63,0.0,0.37,0.5267,Positive,
175,This it makes sense because you can do the antigen tests by yourself or you can do them also by the center so that.,make sense antigen test also center,0.1,0.0,0.0,1.0,0.0,Neutral,
176,Point for example.,point example,0.0,0.0,0.0,1.0,0.0,Neutral,
177,Umm?,umm,0.0,0.0,0.0,1.0,0.0,Neutral,
178,"The thing I found, uh, nice and I gave A plus is, uh, also by the number of patients in hospitals, confirmed with COVID-19 that it didn't only tell the number, but it gave also the number about how many are in intensive.",thing find uh nice give plus uh also number patient hospital confirm covid19 not tell number give also number many intensive,0.75,0.328,0.048,0.624,0.7334,Positive,
179,How many are in on ventilation?,many ventilation,0.5,0.0,0.0,1.0,0.0,Neutral,
180,"It's not like, OK?",not like ok,0.5,0.0,0.8,0.2,-0.4585,Negative,['Satisfaction']
181,Have this number of people and they are they are doing well or like they get symptoms or something like that because that's the perception people might have.,number people well like get symptom something like perception people might,0.0,0.545,0.0,0.455,0.7506,Positive,"['Satisfaction', 'Satisfaction']"
182,And here you you're telling them exactly like it's not this it doesn't like.,tell exactly like not not like,0.25,0.519,0.0,0.481,0.5141,Positive,"['Satisfaction', 'Satisfaction']"
183,Not everyone gets it the same.,not everyone get,0.0,0.0,0.0,1.0,0.0,Neutral,
184,Some people might.,people might,0.0,0.0,0.0,1.0,0.0,Neutral,
185,Need the intensive care?,need intensive care,0.0,0.615,0.0,0.385,0.4939,Positive,
186,"Some people might even need like to be on a ventilator, for example.",people might even need like ventilator example,0.0,0.294,0.0,0.706,0.3612,Positive,['Satisfaction']
187,That you go through it and it's not that easy.,go not easy,0.8333333333333334,0.0,0.546,0.454,-0.3412,Negative,
188,"That that was, uh, A plus for me.",uh plus,0.0,0.0,0.0,1.0,0.0,Neutral,
189,"Uh, the number of COVID, so that was also a.",uh number covid also,0.0,0.302,0.0,0.698,0.0772,Positive,
190,"Something that so before in the on the main page it was, UM, I think the number of deaths and here it's not all like here.",something main page um think number death not like,0.3333333333333333,0.098,0.452,0.451,-0.6917,Negative,['Satisfaction']
191,It's the number of deaths associated to Cove it that was.,number death associate cove,0.0,0.181,0.542,0.278,-0.5574,Negative,
192,That was interesting.,interest,0.0,1.0,0.0,0.0,0.4588,Positive,
193,So they they specified more and they are more sure about it.,specify sure,0.8888888888888888,0.697,0.0,0.303,0.3182,Positive,
194,"For example, it's not like anything that might have been as a complication from COVID and let to death.",example not like anything might complication covid let death,0.0,0.0,0.462,0.538,-0.7193,Negative,['Satisfaction']
195,"That would be in it, for example, and I think the number phone is the total number.",would example think number phone total number,0.75,0.367,0.0,0.633,0.2247,Positive,
196,"Per SE, and the last increase is still not saying to which.",per se last increase still not say,0.06666666666666667,0.277,0.0,0.723,0.3182,Positive,
197,And then there is 7 day moving median.,7 day move median,0.0,0.0,0.0,1.0,0.0,Neutral,
198,"This this is the one that made more sense or the most sense out of the others, because it's saying that it's a seven day.",one make sense sense others say seven day,0.0,0.0,0.0,1.0,0.0,Neutral,
199,"So you would assume that it's from today like 7 days ago, like in the span of a week.",would assume today like 7 day ago like span week,0.0,0.385,0.0,0.615,0.6124,Positive,"['Expectation', 'Satisfaction', 'Satisfaction']"
200,Updating every day.,updating every day,0.0,0.0,0.0,1.0,0.0,Neutral,
201,I think you can Fast forward a little bit till we get to.,think fast forward little bit till get,0.55,0.0,0.0,1.0,0.0,Neutral,
202,This low part where I scroll here because I go quite into details.,low part scroll go quite detail,0.3,0.0,0.296,0.704,-0.2732,Negative,
203,"OK, we can pause here.",ok pause,0.5,0.688,0.0,0.312,0.296,Positive,
204,And.,,0.0,0.0,0.0,0.0,0.0,Neutral,
205,That was also interesting here that he they're giving.,also interest give,0.0,0.6,0.0,0.4,0.4588,Positive,
206,Also like the number of people who had the first dose and the number of people who had the second dose.,also like number people first dose number people second dose,0.16666666666666666,0.421,0.0,0.579,0.4767,Positive,['Satisfaction']
207,"Not like yeah, we have this number of vaccinated people and you can see it's like I think 98% or something like that.",not like yeah number vaccinated people see like think 98 something like,0.0,0.416,0.272,0.312,0.5831,Positive,"['Satisfaction', 'Satisfaction', 'Satisfaction']"
208,The code is.,code,0.0,0.0,0.0,1.0,0.0,Neutral,
209,"Is good, but you will still see this.",good still see,0.6000000000000001,0.855,0.0,0.145,0.7096,Positive,
210,"This last increase, in which like you have also on the other side.",last increase like also side,0.06666666666666667,0.615,0.0,0.385,0.5859,Positive,['Satisfaction']
211,It's minus 888 and I think my there's something would be like they had the day before or like the last value was quite higher than the current value and that's why the increase would be negative.,minus 888 think something would like day like last value quite high current value increase would negative,0.3013333333333333,0.457,0.137,0.406,0.7693,Positive,"['Satisfaction', 'Satisfaction']"
212,But I don't know but that I found that also interesting.,not know find also interest,0.0,0.301,0.498,0.201,-0.2406,Negative,
213,"Now we can continue, I think.",continue think,0.0,0.0,0.0,1.0,0.0,Neutral,
214,Because then I think I will Scroll down to the map maybe?,think scroll map maybe,0.0,0.0,0.0,1.0,0.0,Neutral,
215,"Yeah, the map.",yeah map,0.0,0.688,0.0,0.312,0.296,Positive,
216,I think I explained that the map that was also the number of new cases.,think explain map also number new case,0.45454545454545453,0.178,0.0,0.822,0.0772,Positive,
217,It would make more sense and the total number of cases.,would make sense total number case,0.75,0.242,0.0,0.758,0.1513,Positive,
218,And I wish that if that might have been on the map.,wish might map,0.0,0.574,0.0,0.426,0.4019,Positive,
219,"For example, let's say that you have a button or.",example let us say button,0.0,0.0,0.0,1.0,0.0,Neutral,
220,Switch and which you can switch between the current guesses.,switch switch current guess,0.4,0.0,0.0,1.0,0.0,Neutral,
221,"The current new cases for example, and the total cases.",current new case example total case,0.5348484848484848,0.0,0.0,1.0,0.0,Neutral,
222,"Overall that would that would have been better for the Mac itself, and if can you pause it.",overall would would good mac pause,0.30000000000000004,0.367,0.0,0.633,0.4404,Positive,
223,"And if about the map itself, if it was, if it would say exactly like what's the number it's showing.",map would say exactly like number show,0.25,0.432,0.0,0.568,0.4215,Positive,['Satisfaction']
224,For example.,example,0.0,0.0,0.0,1.0,0.0,Neutral,
225,Would make things a little bit clearer.,would make thing little bit clearer,0.5,0.0,0.0,1.0,0.0,Neutral,
226,"Horsey Task number five was find the information about this assumption ohh yeah oh Oh yeah, this one.",horsey task number five find information assumption ohh yeah oh oh yeah one,0.0,0.492,0.0,0.508,0.7717,Positive,
227,"Ohh, this one you can press play because OK. We can pose no.",ohh one press play ok pose no,0.5,0.426,0.204,0.37,0.34,Positive,
228,"Where you can post, so I'm not sure how I went through this exactly so.",post not sure go exactly,0.5694444444444444,0.0,0.329,0.671,-0.2411,Negative,
229,"Here is how my thought process went, so it's selling me find the information about the exemptions from compulsory home isolation after arriving in Salt Lake.",thought process go sell find information exemption compulsory home isolation arrive salt lake,0.0,0.18,0.162,0.659,0.0772,Positive,
230,So the first thing I would look into the statics statistics won't do anything forms for vaccinated abroad.,first thing would look static statistic not anything form vaccinated abroad,0.6166666666666667,0.0,0.0,1.0,0.0,Neutral,
231,That's not the part I would.,not part would,0.0,0.0,0.0,1.0,0.0,Neutral,
232,"I think I would go then to the not the links rather than the questions, uh?",think would go not link rather question uh,0.0,0.0,0.0,1.0,0.0,Neutral,
